DATE,TITLE,VOTER_NAME
08/08/2018,Councilmember,"Casey Thomas
08/08/2018,Mayor Pro Tem,Dwaine R. Caraway
08/08/2018,Councilmember,Rickey D.  Callahan
08/08/2018,Councilmember,Omar Narvaez
08/08/2018,Councilmember,Kevin Felder
08/08/2018,Councilmember,Tennell Atkins
08/08/2018,Councilmember,Mark  Clayton
08/08/2018,Councilmember,Scott  Griggs
08/08/2018,Councilmember,B. Adam  McGough
08/08/2018,Councilmember,Lee M. Kleinman
08/08/2018,Councilmember,Sandy  Greyson
08/08/2018,Councilmember,Tennell Atkins
05/02/2018,Councilmember,B. Adam  McGough
05/02/2018,Councilmember,Lee M. Kleinman
05/02/2018,Councilmember,Sandy  Greyson
05/02/2018,Councilmember,Jennifer S.  Gates
05/02/2018,Councilmember,Philip T.  Kingston
05/02/2018,Mayor,Michael S. Rawlings
05/02/2018,Deputy Mayor Pro Tem,Adam Medrano
05/02/2018,Councilmember,"Casey Thomas
05/02/2018,Mayor Pro Tem,Dwaine R. Caraway
05/02/2018,Councilmember,Rickey D.  Callahan
05/02/2018,Councilmember,Omar Narvaez
05/02/2018,Councilmember,Kevin Felder
05/02/2018,Councilmember,Tennell Atkins
05/02/2018,Councilmember,Mark  Clayton
06/13/2018,Councilmember,Tennell Atkins
06/13/2018,Councilmember,Mark  Clayton
06/06/2018,Councilmember,Scott  Griggs
06/06/2018,Councilmember,B. Adam  McGough
06/06/2018,Councilmember,Lee M. Kleinman
06/06/2018,Councilmember,Sandy  Greyson
06/06/2018,Councilmember,Jennifer S.  Gates
06/06/2018,Councilmember,Philip T.  Kingston
06/06/2018,Mayor,Michael S. Rawlings
06/06/2018,Deputy Mayor Pro Tem,Adam Medrano
06/06/2018,Councilmember,"Casey Thomas
06/06/2018,Mayor Pro Tem,Dwaine R. Caraway
06/06/2018,Councilmember,Rickey D.  Callahan
06/06/2018,Councilmember,Omar Narvaez
06/06/2018,Councilmember,Kevin Felder
06/06/2018,Councilmember,Tennell Atkins
06/06/2018,Councilmember,Mark  Clayton
06/06/2018,Councilmember,Scott  Griggs
06/06/2018,Councilmember,B. Adam  McGough
06/06/2018,Councilmember,Lee M. Kleinman
06/06/2018,Councilmember,Sandy  Greyson
06/06/2018,Councilmember,Jennifer S.  Gates
06/06/2018,Councilmember,Philip T.  Kingston
06/06/2018,Mayor,Michael S. Rawlings
06/06/2018,Deputy Mayor Pro Tem,Adam Medrano
06/06/2018,Councilmember,"Casey Thomas
06/06/2018,Mayor Pro Tem,Dwaine R. Caraway
06/06/2018,Councilmember,Rickey D.  Callahan
06/06/2018,Councilmember,Omar Narvaez
06/06/2018,Councilmember,Kevin Felder
06/06/2018,Councilmember,Tennell Atkins
06/06/2018,Councilmember,Mark  Clayton
08/08/2018,Councilmember,Kevin Felder
08/08/2018,Councilmember,Tennell Atkins
08/08/2018,Councilmember,Mark  Clayton
08/08/2018,Councilmember,Scott  Griggs
08/08/2018,Councilmember,B. Adam  McGough
08/08/2018,Councilmember,Lee M. Kleinman
08/08/2018,Councilmember,Sandy  Greyson
08/08/2018,Councilmember,Jennifer S.  Gates
08/08/2018,Councilmember,Philip T.  Kingston
08/15/2018,Councilmember,Omar Narvaez
06/13/2018,Councilmember,Scott  Griggs
06/13/2018,Councilmember,B. Adam  McGough
06/13/2018,Councilmember,Lee M. Kleinman
06/13/2018,Councilmember,Sandy  Greyson
06/13/2018,Councilmember,Jennifer S.  Gates
06/13/2018,Councilmember,Philip T.  Kingston
06/13/2018,Mayor,Michael S. Rawlings
06/13/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,"Casey Thomas
06/13/2018,Mayor Pro Tem,Dwaine R. Caraway
06/13/2018,Councilmember,Rickey D.  Callahan
06/13/2018,Councilmember,Omar Narvaez
06/13/2018,Councilmember,Kevin Felder
06/13/2018,Councilmember,Tennell Atkins
06/13/2018,Councilmember,Mark  Clayton
08/15/2018,Councilmember,Kevin Felder
08/15/2018,Councilmember,Tennell Atkins
08/15/2018,Councilmember,Mark  Clayton
08/15/2018,Councilmember,Scott  Griggs
08/15/2018,Councilmember,B. Adam  McGough
08/15/2018,Councilmember,Lee M. Kleinman
08/15/2018,Councilmember,Sandy  Greyson
08/15/2018,Councilmember,Jennifer S.  Gates
08/15/2018,Councilmember,Philip T.  Kingston
08/15/2018,Mayor,Michael S. Rawlings
08/15/2018,Deputy Mayor Pro Tem,Adam Medrano
08/15/2018,Councilmember,"Casey Thomas
08/15/2018,Vacant,
08/15/2018,Councilmember,Rickey D.  Callahan
08/15/2018,Councilmember,Omar Narvaez
08/29/2018,Councilmember,Scott  Griggs
08/29/2018,Councilmember,B. Adam  McGough
08/29/2018,Councilmember,Lee M. Kleinman
08/29/2018,Councilmember,Sandy  Greyson
08/29/2018,Councilmember,Jennifer S.  Gates
08/29/2018,Councilmember,Philip T.  Kingston
08/29/2018,Mayor,Michael S. Rawlings
08/29/2018,Deputy Mayor Pro Tem,Adam Medrano
08/29/2018,Mayor Pro Tem,"Casey  Thomas
08/29/2018,Vacant,
08/29/2018,Councilmember,Rickey D.  Callahan
08/29/2018,Councilmember,Omar Narvaez
08/29/2018,Councilmember,Kevin Felder
08/29/2018,Councilmember,Tennell Atkins
08/29/2018,Councilmember,Mark  Clayton
09/12/2018,Councilmember,Lee M. Kleinman
09/12/2018,Councilmember,Sandy  Greyson
09/12/2018,Councilmember,Jennifer S.  Gates
09/12/2018,Councilmember,Philip T.  Kingston
09/12/2018,Mayor,Michael S. Rawlings
09/12/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,Sandy  Greyson
06/13/2018,Councilmember,Jennifer S.  Gates
06/13/2018,Councilmember,Philip T.  Kingston
06/13/2018,Mayor,Michael S. Rawlings
06/13/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,"Casey Thomas
06/13/2018,Mayor Pro Tem,Dwaine R. Caraway
06/13/2018,Councilmember,Rickey D.  Callahan
06/13/2018,Councilmember,Omar Narvaez
06/13/2018,Councilmember,Kevin Felder
06/13/2018,Councilmember,Tennell Atkins
06/13/2018,Councilmember,Mark  Clayton
06/13/2018,Councilmember,Scott  Griggs
06/13/2018,Councilmember,B. Adam  McGough
06/13/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
09/05/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
06/13/2018,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
09/05/2018,Councilmember,B. Adam  McGough
09/05/2018,Councilmember,Lee M. Kleinman
09/05/2018,Councilmember,Sandy  Greyson
09/05/2018,Councilmember,Jennifer S.  Gates
09/05/2018,Councilmember,Philip T.  Kingston
09/05/2018,Mayor,Michael S. Rawlings
09/05/2018,Deputy Mayor Pro Tem,Adam Medrano
09/05/2018,Mayor Pro Tem,"Casey  Thomas
09/05/2018,Vacant,
09/05/2018,Councilmember,Rickey D.  Callahan
09/05/2018,Councilmember,Omar Narvaez
09/05/2018,Councilmember,Kevin Felder
09/05/2018,Councilmember,Tennell Atkins
09/05/2018,Councilmember,Mark  Clayton
09/05/2018,Councilmember,Scott  Griggs
09/05/2018,Councilmember,B. Adam  McGough
09/05/2018,Councilmember,Lee M. Kleinman
09/05/2018,Councilmember,Sandy  Greyson
09/05/2018,Councilmember,Jennifer S.  Gates
09/05/2018,Councilmember,Philip T.  Kingston
09/05/2018,Mayor,Michael S. Rawlings
09/05/2018,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Kevin Felder
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Philip T.  Kingston
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Jennifer S.  Gates
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
08/09/2017,Mayor Pro Tem,Dwaine R. Caraway
08/09/2017,Councilmember,Rickey D.  Callahan
08/09/2017,Councilmember,Omar Narvaez
08/09/2017,Councilmember,Kevin Felder
08/09/2017,Councilmember,Tennell Atkins
08/09/2017,Councilmember,Mark  Clayton
08/09/2017,Councilmember,Scott  Griggs
08/09/2017,Councilmember,B. Adam  McGough
08/09/2017,Councilmember,Lee M. Kleinman
08/09/2017,Councilmember,Sandy  Greyson
08/09/2017,Councilmember,Philip T.  Kingston
08/09/2017,Mayor,Michael S. Rawlings
08/09/2017,Deputy Mayor Pro Tem,Adam Medrano
08/09/2017,Councilmember,"Casey Thomas
